Gender,Race/Hispanic,Language,Current_Grade,Counselor,Grade_12_Year,City,State,ZIP,HH_Language,Translation_Req,PGP,Credential_Type,2017,2018,2019,2020,2021,2-D_Art_and_Design,Biology_AP_Exam,Calculus_AB,Calculus_BC,Calculus_BC:_AB_Subscore,Chemistry_AP_Exam,Computer_Science_Principles,Computer_Science_A,Chinese_Language_and_Culture,Drawing,English_Language_and_Composition,English_Literature_and_Composition,Environmental_Science,European_History,French_Language_and_Culture,Music_Aural_Subscore,Music_Non-Aural_Subscore,Music_Theory,Physics_1,Physics_C:_Electricity_and_Magnetism,Physics_C:_Mechanics,Spanish_Language_and_Culture,United_States_History,World_History:_Modern,Math_8_Final,Science_8_Final,English_8_Final,Math_9_Final,Science_9_Final,English_9_Final,Math_10_Final,Science_10_Final,English_10_Final,Math_11_Final,Science_11_Final,English_11_Final,Math_12_Final,Science_12_Final,English_12_Final,Math_Average,Science_Average,English_Average,Math_8_Course,Science_8_Course,English_8_Course,Math_9_Course,Science_9_Course,English_9_Course,Math_10_Course,Science_10_Course,English_10_Course,Math_11_Course,Science_11_Course,English_11_Course,Math_12_Course,Science_12_Course,English_12_Course,M_Math6,M_Math7,M_Math8,M_Algebra1,M_Geometry,M_Algebra2,M_Calculus,M_APCalculusAB,M_APCalculusBC,S_Science6,S_Science7,S_Science8,S_EarthScience,S_Biology,S_APBiology,S_Chemistry,S_APChemistry,S_Physics,S_AppliedPhysics,S_APPhysics,E_ELA6,E_ELA7,E_ELA8,E_ELA9,E_ELA10,E_ELA11,E_ELA12,E_APLanguage,E_APLiterature
Male,White/No,English,8,JD,,North Salem,NY,10560,English,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93,,,,,,,,,,,,,,,93,,,SC0840,,,,,,,,,,,,,,94,,,,,,,,,93,,93,93,,,,,,,,92,,,,,,,,
Male,White/No,English,9,JD,,North Salem,NY,10560,English,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,93,89,,,,,,,,,,,,,90,93,89,1309,1204,1003,,,,,,,,,,,,,90,90,90,,,,,,,90,88,93,93,,,,,,,,91,84,89,,,,,,
Male,White/No,English,2,,,Croton Falls,NY,10519,English,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,White/No,English,12,GC,2017,North Salem,NY,10560,English,No,Seek employment,Local Diploma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,65,100,76,76,100,75,81,67,80,,84,,,88,76,74,87.8,MA0830,SC0820,LS0612,MA0940,SC0080,LS0020,LS0921,SC0085,EN0010,MA1150,,EN1130,,,EN1220,,,76,76,,,,,,70,69,65,,,,,,,,,,,,,,,88,,
Female,White/No,English,12,JD,2018,North Salem,NY,10560,English,No,Attend 4 Year college outside NYS,Regents with Honors,70801477,39623218,75539991,,,,,,,,,,,,,4,3,,3,2,,,,,,,,4,4,87,98,93,82,91,91,79,89,96,83,94,97,85,,98,83.2,93,95,MA0810,SC0810,EN0810,MA0910,SC1010,EN0940,MA1010,SC1110,EN1040,MA1110,SC1210,ENAP11,MA1210,,ENAP12,79,85,87,82,79,83,85,,,80,86,98,,91,,89,,94,,,92,88,93,91,96,97,98,97,98
Male,White/No,English,6,JG,,Somers,NY,10589,English,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Female,White/No,English,12,BL,2019,North Salem,NY,10560,English,No,Attend 4 Year college in NYS,Regents with Honors,,,75541074,U12762UW,,,,,,,,,,,,4,3,,,,,,,,,,,,,96,95,95,96,91,96,95,98,95,93,94,95,95,99,100,95,95.4,96.2,MA0810,SC0840,EN0810,MA0910,SC1040,EN0940,MA1010,SC1110,EN1040,MA1110,SC1210,ENAP11,MA1210,SC0055,ENAP12,94,96,96,96,95,93,95,,,93,92,95,95,91,,98,,94,,,96,95,95,96,95,95,100,95,100
Male,White/No,English,9,,,North Salem,NY,10560,English,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Female,White/No,English,12,GC,2017,North Salem,NY,10560,English,No,Attend 4 Year college outside NYS,Regents,70803925,39612046,,,,,2,,,,,,,,,3,3,,,,,,,,,,,,,82,88,89,84,86,90,84,93,94,91,78,95,69,95,93,82,88,92.2,MA0840,SC0840,EN0810,MA1010,SC1010,EN0910,MA1110,SC1110,EN1040,MA1210,SCAP10,ENAP11,MA1240,SC1210,ENAP12,95,91,82,82,84,84,69,,,91,93,88,88,86,78,93,,95,,,92,90,89,90,94,95,93,95,93
Male,Multiracial/No,English,12,BL,2017,North Salem,NY,10560,English,No,Attend 4 Year college outside NYS,Regents,70803810,39610396,,,,,,,,,,,,,,4,2,,,,,,,,,,,,3,75,85,88,71,76,82,100,83,90,81,76,95,66,87,90,78.6,81.4,89,MA0810,SC0810,EN0810,MA0910,SC0910,EN0940,MA0050,SC1010,EN1010,MA1170,SC1110,ENAP11,MA1176,SC1210,ENAP12,78,71,75,71,77,,,,,74,81,85,76,83,,76,,87,,,78,80,88,82,90,95,90,95,90
Female,White/No,English,12,,,North Salem,NY,10560,English,No,Attend 4 Year college outside NYS,Regents Diploma with Adv Designation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,White/Yes,English,7,SQ,,North Salem,NY,10560,English,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,White/No,English,3,,,North Salem,NY,10560,English,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Female,White/No,English,12,JD,2018,Somers,NY,10589,English,No,Attend 4 Year college in NYS,Regents,,39610639,,,,,,,,,,,,,,3,,,,,,,,,,,,,,85,93,90,83,90,91,75,90,96,67,77,95,,,,77.5,87.5,93,MA0810,SC0810,EN0810,MA0910,SC0910,EN0940,MA1010,SC1040,EN1040,MA1110,SC1140,ENAP11,,,,76,84,85,83,75,67,,,,86,90,93,90,90,,77,,,,,85,88,90,91,96,95,,95,
Female,White/No,English,6,JG,,North Salem,NY,10560,English,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,White/No,English,12,BL,2016,Carmel,NY,10512,English,No,Attend 4 Year college in NYS,Regents with Honors,70814731,,,,,,,,,,,,,,,,3,,,,,,,,,,,,2,80,88,92,79,82,90,74,83,93,81,90,94,65,,96,75.8,85.75,93,MA0840,SC0840,EN0810,MA1010,SC1010,EN0940,MA1110,SC1110,EN1040,MA1210,SC1210,ENAP11,MA0095,,ENAP12,83,82,80,80,79,74,81,,,84,90,88,88,82,,83,,90,,,87,87,92,90,93,94,96,94,96
Male,White/No,English,12,GC,2009,North Salem,NY,10560,English,No,Attend 4 Year college outside NYS,Regents Diploma with Adv Des & Honors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,90,82,75,91,69,77,84,57,86,93,72,91,83,88,84.2,88.2,73.6,1708,1205,1003,324,211,11,349,221,21,MA1110,SC1140,EN1110,MA1210,SC1210,EN1210,83.67,81,86,75,77,86,91,,,,91,90,91,84,,93,,83,,,81,80,82,69,85,72,88,,
Female,White/No,English,12,BL,2009,Brewster,NY,10509,English,No,Attend 4 Year college outside NYS,Regents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,82,81,79,76,79,77,81,79,80,85,74,,,,81.75,81,78.25,1708,1205,1003,391,211,11,347,220,21,MA0040,SC0010,EN1110,,,,75.67,71,72,,80,,,,,70,79,82,76,81,,,,,85,,80.33,72,81,79,79,74,,,
Male,White/No,English,12,BL,2013,Brewster,NY,10509,English,No,Attend 4 Year college outside NYS,Regents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,88,82,79,89,87,75,84,90,74,77,89,88,91,95,80.2,85.8,88.6,MA0810,SC0810,EN0810,MA0910,SC0910,EN0910,MA1010,SC1010,EN1010,MA1110,SC1110,EN1110,MA0095,SC1210,EN1210,84,76,85,79,75,74,,,,81,81,88,89,84,,77,,91,,,83,75,82,87,90,89,95,,
Male,White/No,English,12,BL,2011,Brewster,NY,10509,English,No,Attend 4 Year college in NYS,Regents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,,,87,89,79,72,77,70,89,90,87,75,93,95,82.4,87.25,82.75,1309P,,,MA0915,SC0910,EN0920,MA1010,SC1010,EN1010,MA0070,SC0055,EN1110,MA1210,SC1210,EN1210,89,82,89,,72,,75,,,,,88,89,77,,80,,93,,,82,80,79,79,70,87,95,,
Male,White/No,English,12,BL,2016,North Salem,NY,10560,English,No,Attend 4 Year college in NYS,Regents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,74,80,70,71,76,84,73,78,65,74,85,,82,95,71.75,74.8,82.8,MA0810,SC0810,EN0810,MA0910,SC0910,EN0910,MA0040,SC1010,EN1010,MA1120,SC1110,EN1110,,SC0050,EN1210,74,69,68,70,84,65,,,,77,77,74,71,73,,74,,,,,73,74,80,76,78,85,95,,
Male,White/No,English,12,GC,2007,North Salem,NY,10560,English,No,Attend 4 Year college outside NYS,Regents Diploma with Adv Des & Honors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,91,94,91,96,94,96,95,95,93,95,97,91,95,99,91.4,94.4,95.8,1306,1204,1003,316,221,10,337,237,20,321,230,35,328,225P,40P,94,89,86,,91,96,,93,91,93,96,91,91,96,95,95,,,,,96,96,94,94,95,,99,,99
Female,White/No,English,12,JD,2020,North Salem,NY,10560,English,No,Attend 4 Year college outside NYS,Regents,,,,4Y422ZU8,4Y422ZU8,,,,,,,,,,,4,3,1,,,,,,,,,,,,85,90,91,80,82,91,82,82,90,88,82,96,91,96,100,85.2,86.4,93.6,MA0810,SC0840,EN0810,MA0910,SC1040,EN0940,MA1010,SC1140,EN1040,MA1110,SCAP30,ENAP11,MA1210,SC0055,ENAP12,90,84,85,80,82,88,91,,,89,90,90,90,82,,82,,,,,89,87,91,91,90,96,100,96,100
Male,White/No,English,12,GC,2010,Brewster,NY,10509,English,No,Attend 4 Year college outside NYS,Regents Diploma with Adv Des & Honors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87,96,94,86,91,91,82,86,91,95,87,90,87,86,96,87.4,89.2,92.4,1306,1204,1003,345,221,10P,MA1140,SC1140,EN1040,MA1210,SCAP30,ENAP11,MAAP30,SC1210,ENAP12,88,94,87,,86,82,95,,,90,94,96,96,91,,86,,86,,,91,92,94,91,91,90,96,90,96
Male,White/No,English,12,BL,2019,North Salem,NY,10560,English,No,Attend 4 Year college outside NYS,Regents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,68,68,75,75,72,83,65,74,70,84,83,74,73,74.25,,,,MA0910,SC0030,EN0910,MA0040,SC1010,EN1010,MA1170,SC1110,EN1110,MA1176,SC1210,EN1210,82,74,68,68,75,,,,,79,78,,,75,,65,,84,,,80,76,,68,72,74,83,,
Female,White/No,English,12,BL,2020,Brewster,NY,10509,English,No,Attend 4 Year college in NYS,Regents with Honors,,,,XW3WY53Z,XW3WY53Z,4,2,3,4,4,,,,,,4,2,,,,,,,2,,,,,,95,96,96,89,92,94,92,94,92,87,87,99,91,98,100,90.8,93.4,96.2,MA0810,SC0840,EN0810,MA1040,SC1040,EN0940,MA1140,SC1140,EN1040,MAAP10,SCAP10,ENAP11,MAAP20,SCAP40,ENAP12,97,93,95,100,89,92,,87,91,91,91,96,96,92,87,94,,,,98,93,93,96,94,92,99,100,99,100
Female,White/No,English,12,BL,2018,North Salem,NY,10560,English,No,Attend 4 Year college in NYS,Regents with Honors,70802082,39623226,75232942,,,,3,,,,,,,,,4,4,,4,,,,,2,,,3,5,,88,97,94,90,97,96,81,84,98,91,91,100,90,94,99,88,92.6,97.4,MA0840,SC0840,EN0810,MA1040,SC1040,EN0940,MA1140,SC1140,EN1040,MA1210,SCAP10,ENAP11,MA1240,SCAP40,ENAP12,81,90,88,88,90,81,90,,,86,94,97,97,97,91,84,,,,94,90,91,94,96,98,100,99,100,99
Female,White/No,English,12,GC,2009,Brewster,NY,10509,English,No,Attend 4 Year college outside NYS,Regents Diploma with Adv Des & Honors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,93,92,92,96,91,93,92,93,92,89,94,99,97,99,93.2,93.4,93.8,1306,1205,1003,316,211,11,337,221,21,MAAP10,SC1140,EN1110,MAAP20,SC1210,EN1210,95.33,95,90,,92,93,,92,99,90,86,93,96,92,,89,,97,,,91,91,92,91,93,94,99,,
Female,White/No,English,12,BL,2007,Brewster,NY,10509,English,No,Attend 4 Year college in NYS,Regents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,71,78,79,98,93,67,71,85,,,,72.33333333,80,85.33333333,,,,1527,220,11,323,1901,21,318,232,35,,,,,,,,79,67,,,,,,,,71,,71,,,,,,,,78,93,,,,
Female,White/No,English,12,,,Brewster,NY,10509,English,No,Attend 4 Year college in NYS,Regents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Female,White/No,English,12,,,Somers,NY,10589,English,No,Attend 4 Year college outside NYS,Regents Diploma with Adv Des & Honors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Female,White/No,English,12,BL,2012,Brewster,NY,10509,English,No,Attend 2 Year college in NYS,Regents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81,80,81,76,83,86,74,77,81,68,66,84,,90,88,74.75,79.2,84,MA0810,SC0810,EN0810,MA0910,SC0910,EN0910,MA1010,SC1010,EN1010,MA1110,SC1110,EN1110,,SC1210,EN1210,66,68,81,76,74,68,,,,72,77,80,83,77,,66,,90,,,77,78,81,86,81,84,88,,
Female,White/Yes,English,12,BL,2012,North Salem,NY,10560,Spanish,No,Attend 4 Year college outside NYS,Regents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,79,75,80,70,70,65,65,78,95,91,84,,,92,79.5,76.25,79.8,MA0810,SC0810,EN0810,MA0915,SC0910,EN0910,MA1010,SC1010,EN1010,MA1160,SC0030,EN1110,,,EN1210,81,73,78,,65,,,,,74,65,79,70,65,,,,,,,77,76,75,70,78,84,92,,
Male,White/No,English,12,BL,2012,Somers,NY,10589,English,No,Seek employment,Regents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81,76,65,73,75,86,73,44,66,60,75,44,70,65,90,71.4,67,70.2,MA0810,SC0810,EN0810,MA0910,SC0910,EN0910,MA1010,SC1010,EN1010,MA1110,SC1010,EN1110,MA0080,SC0010,EN1210,75,69,81,73,73,60,,,,79,74,76,75,75,,,,,65,,68,73,65,86,66,44,90,,
Male,White/No,English,12,GC,2014,Carmel,NY,10512,English,No,Attend 4 Year college outside NYS,Regents with Honors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,93,86,78,92,85,84,90,87,82,80,93,87,91,97,83,89.2,89.6,MA0810,SC0810,EN0810,MA0910,SC0910,EN0910,MA1010,SC1040,EN1010,MA1110,SC1140,EN1110,MA1210,SC1210,EN1210,94,86,84,78,84,82,87,,,85,86,93,92,90,,80,,91,,,91,88,86,85,87,93,97,,
Male,White/No,English,10,JD,,Somers,NY,10589,English,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,96,75,82,86,88,,,,,,,,,,84,91,81.5,MA0810,SC0810,EN0810,MA0910,SC0910,EN0910,,,,,,,,,,88,90,86,82,,,,,,84,80,96,86,,,,,,,,83,85,75,88,,,,,
Male,White/No,English,3,,,Somers,NY,10589,English,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,White/No,English,12,BL,2012,North Salem,NY,10560,English,No,Attend 4 Year college outside NYS,Regents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,81,77,82,85,79,76,76,76,67,98,69,86,95,90,79.4,87,78.2,MA0810,SC0840,EN0810,MA0910,SC1010,EN0910,MA1010,SC1140,EN1010,MA1110,SC1210,EN1110,MA1210,SCAP40,EN1210,88,81,86,82,76,67,86,,,86,90,81,81,85,,76,,98,,95,81,79,77,79,76,69,90,,
Female,White/No,English,12,,,Carmel,NY,10512,English,No,Attend 2 Year college in NYS,Regents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,White/No,English,12,GC,2014,North Salem,NY,10560,English,No,Attend 4 Year college in NYS,Regents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,87,91,85,85,90,86,91,92,87,83,94,72,93,98,82.6,87.8,93,MA0840,SC0840,EN0810,MA1010,SC1040,EN0940,MA1110,SC1140,EN1040,MA1210,SCAP20,ENAP11,MAAP10,SC1210,ENAP12,97,90,83,83,85,86,87,72,,91,91,87,87,85,,91,83,93,,,94,88,91,90,92,94,98,94,98
Male,White/No,English,12,BL,2010,North Salem,NY,10560,English,No,Attend 4 Year college outside NYS,Regents Diploma with Adv Des & Honors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,93,88,91,88,92,90,86,87,90,95,88,89,96,96,89.2,91.6,90.2,1306,1204,1003,349,221,11P,MA1140,SC1140,EN1040,MAAP10,SC1210,ENAP11,MAAP30,SC0055,ENAP12,90,94,86,,91,90,,90,,89,86,93,93,88,,86,,95,,,83,82,88,92,87,88,96,88,96
Male,White/No,English,12,BL,2013,North Salem,NY,10560,English,No,Attend 4 Year college outside NYS,Regents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81,81,72,76,78,85,81,0,86,80,95,91,90,,90,81.6,63.5,84.8,MA0810,SC0840,EN0810,MA0910,SC1010,EN0910,MA1010,SC1110,EN1010,MA1110,SC1210,EN1110,MA1210,,EN1210,86,75,81,76,81,80,90,,,80,88,81,81,78,,0,,95,,,84,73,72,85,86,91,90,,
Female,White/No,English,12,BL,2010,Brewster,NY,10509,English,No,Attend 2 Year college in NYS,Regents Diploma with Adv Designation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,73,85,76,87,86,74,81,86,72,73,82,68,79,86,74,78.6,85,1309,1205,1003,324P,211,11P,MA1010,SC1010,EN1010,MA1110,SC1110,EN1110,MA1210,SC1210,EN1210,79,80,80,76,74,72,68,,,86,80,73,87,81,,73,,79,,,81,79,85,86,86,82,86,,
Male,White/No,English,12,JD,2018,North Salem,NY,10560,English,No,Attend 4 Year college outside NYS,Regents with Honors,70801507,39609169,75540698,,,,,5,5,5,4,,,,,5,4,,4,3,,,,3,,,,,,93,97,95,96,98,96,91,95,98,85,93,98,88,95,99,90.6,95.6,97.2,MA0840,SC0840,EN0810,MA1040,SC1040,EN0940,MA1140,SC1140,EN1040,MAAP10,SCAP20,ENAP11,MAAP20,SCAP40,ENAP12,91,95,93,93,96,91,,85,88,93,96,97,97,98,,95,93,,,95,94,94,95,96,98,98,99,98,99
Female,White/No,English,12,BL,2012,Brewster,NY,10509,English,No,Attend 2 Year college in NYS,Regents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,91,89,78,90,91,73,87,87,85,100,89,87,94,84,82.6,92.4,88,MA0810,SC0810,EN0810,MA0910,SC0910,EN0910,MA1010,SC1010,EN1010,MA0070,SC1110,EN1110,MA0080,SC0055,EN1210,71,80,90,78,73,,,,,76,75,91,90,87,,100,,,,,74,82,89,91,87,89,84,,
Male,White/No,English,0,,,Somers,NY,10589,English,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,White/No,English,2,,,Brewster,NY,10509,English,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Female,White/No,English,12,BL,2018,North Salem,NY,10560,English,No,Attend 4 Year college outside NYS,Regents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,85,86,81,84,82,73,84,93,91,96,88,,,,78.25,87.25,87.25,MA0840,SC0840,EN0810,MA1010,SC1010,EN0910,MA1110,SC1110,EN1010,MA1176,SC1210,EN1110,,,,78,83,68,68,81,73,,,,82,85,85,85,84,,84,,96,,,82,76,86,82,93,88,,,
Male,White/No,English,12,JD,,Somers,NY,10589,English,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,95,89,85,86,82,92,85,93,84,87,95,,,,87.5,88.25,89.75,MA0810,SC0840,EN0810,MA0910,SC1040,EN0910,MA1010,SC1140,EN1010,MA1140,SCAP40,ENAP11,,,,86,91,89,85,92,84,,,,84,91,95,95,86,,85,,,,87,89,87,89,82,93,95,,95,
Male,White/No,English,0,,,North Salem,NY,10560,English,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Female,White/No,English,12,,,North Salem,NY,10560,English,No,Attend 4 Year college in NYS,Regents Diploma with Adv Des & Honors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Female,White/No,English,12,BL,2010,North Salem,NY,10560,English,No,Attend 4 Year college outside NYS,Regents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,76,81,88,79,72,88,87,74,70,88,89,82.5,82.5,79,,,,348,210P,13P,MA0045,SC1020,EN1010,MA1160,SC0030,EN1110,MA1110,SC1210,EN1210,78,81,73,,,70,,,,,,,,79,,,,88,,,76,79,80,81,72,74,89,,
Male,White/No,English,12,BL,2017,North Salem,NY,10560,English,No,Other known plan,Regents,,39623030,,,,1,,,,,,,,,,,,,,,,,,,,,,,,78,86,83,83,79,81,71,87,80,84,93,90,,,90,79,86.25,84.8,MA0840,SC0840,EN0810,MA1010,SC1010,EN0910,MA1120,SC1110,EN1010,MA0080,SC1210,EN1110,,,EN1210,93,85,78,78,83,71,,,,89,82,86,86,79,,87,,93,,,92,77,83,81,80,90,90,,
Male,White/No,English,12,JD,,North Salem,NY,10560,English,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,92,84,83,81,80,93,88,87,83,93,91,,,,86,88.5,85.5,MA0810,SC0840,EN0810,MA0910,SC1040,EN0910,MA1010,SC1110,EN1010,MA1110,SC0055,ENAP11,,,,89,81,85,83,93,83,,,,92,83,92,92,81,,88,,,,,86,78,84,80,87,91,,91,
Female,White/No,English,12,,,Somers,NY,10589,English,No,Attend 4 Year college in NYS,Regents Diploma with Adv Designation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,White/No,English,12,BL,2011,North Salem,NY,10560,English,No,Attend 4 Year college outside NYS,Regents Diploma with Adv Des & Honors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94,92,95,92,93,97,91,91,96,98,92,99,91,96,99,93.2,92.8,97.2,1306P,1204P,1003P,MA1040,SC1040,EN0940,MA1140,SC1140,EN1040,MAAP10,SCAP20,ENAP11,MAAP20,SC1210,ENAP12,93,96,94,,92,91,,98,91,94,96,,,93,,91,92,96,,,96,95,95,97,96,99,99,99,99
Male,White/No,Portuguese,3,,,Carmel,NY,10512,English,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Female,White/No,English,11,JD,,Croton Falls,NY,10519,English,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,81,89,73,79,85,80,92,92,,,,,,,77,84,88.66666667,MA0810,SC0810,EN0810,MA0910,SC0910,EN0940,MA1010,SC1010,EN1040,,,,,,,88,75,78,73,80,,,,,91,82,81,79,92,,,,,,,92,81,89,85,92,,,,
Male,White/No,English,12,,,North Salem,NY,10560,English,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,92,86,,,,,,,,,,,,,84,92,86,MA0810,SC0810,EN0810,,,,,,,,,,,,,89,77,84,,,,,,,86,85,92,,,,,,,,,87,81,86,,,,,,
Male,White/No,English,12,GC,2012,North Salem,NY,10560,English,No,Attend 4 Year college in NYS,Regents Diploma with Adv Designation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,94,86,82,90,84,74,85,86,78,93,86,65,75,94,76.2,87.4,87.2,MA0840,SC0840,EN0810,MA1010,SC1040,EN0910,MA1110,SC1140,EN1010,MA1210,SC1210,EN1110,MAAP30,SCAP30,EN1210,86,93,82,82,82,74,78,,,89,91,94,94,90,,85,,93,,,88,85,86,84,86,86,94,,
Male,White/No,English,12,BL,2012,Brewster,NY,10509,English,No,Attend 4 Year college in NYS,Regents Diploma with Adv Des & Honors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,97,94,90,95,89,86,91,89,92,98,90,88,98,95,89.6,95.8,91.4,MA0840,SC0840,EN0810,MA1040,SC1040,EN0940,MA1110,SC1140,EN1040,MAAP10,SC1210,ENAP11,MAAP20,SCAP40,ENAP12,94,96,92,92,90,86,,92,88,98,96,97,97,95,,91,85,98,,98,95,93,94,89,89,90,95,90,95
Female,White/No,English,12,,,Croton Falls,NY,10519,English,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87,90,88,,,,,,,,,,,,,87,90,88,MA0820,SC0810,EN0810,,,,,,,,,,,,,78,78,87,,,,,,,79,90,90,,,,,,,,,81,81,88,,,,,,
Female,White/No,English,12,BL,,Croton Falls,NY,10519,English,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,92,91,83,90,87,84,91,90,95,93,96,,,,87,91.5,91,MA0810,SC0810,EN0810,MA0910,SC0910,EN0910,MA1040,SC1040,EN1010,MA1110,SC1140,ENAP11,,,,,,86,83,84,95,,,,,,92,90,91,,93,,,,,,,91,87,90,96,,96,
Female,White/No,English,12,JD,,North Salem,NY,10560,English,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93,98,97,,,,,,,,,,,,,93,98,97,MA0840,SC0840,EN0810,,,,,,,,,,,,,96,96,93,93,,,,,,96,97,98,98,,,,,,,,97,95,97,,,,,,
Female,White/No,English,12,BL,2007,North Salem,NY,10560,English,No,Attend 4 Year college outside NYS,Regents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,82,81,77,77,78,77,84,74,70,70,78,,,,75.25,78.25,77.75,1309,1205,1003,311,211,11,314,220,21,339,231,31,,,,82,78,77,77,77,70,,,,82,77,82,77,84,,70,,,,,84,77,81,78,74,78,,,
